id,text_clean
Art. 98.,sejm senat wybierane czteroletnie kadencje kadencje senatu rozpoczynają dniem zebrania pierwsze posiedzenie trwają poprzedzającego dzień zebrania następnej kadencji ©kancelaria wybory senatu zarządza prezydent nie później dni upływem rozpoczęcia kadencji senatu wyznaczając wybory dzień wolnosc pracy przypadający ciągu dni upływem rozpoczęcia kadencji senatu sejm moze skrócić swoją kadencję uchwałą podjętą większością najmniej głosów ustawa liczby posłów skrócenie kadencji oznacza jednoczesne skrócenie kadencji senatu przepis stosuje odpowiednio prezydent zasięgnięciu opinii marszałka marszałka senatu moze przypadkach określonych konstytucji zarządzić skrócenie kadencji wraz skróceniem kadencji skrócona zostaje kadencja senatu prezydent zarządzając skrócenie kadencji zarządza jednocześnie wybory senatu wyznacza datę dzień przypadający nie później ciągu dni zarządzenia skrócenia kadencji prezydent zwołuje pierwsze posiedzenie nowo wybranego nie później dzień dniu przeprowadzenia wyborów skrócenia kadencji stosuje odpowiednio przepis
Art. 99.,wybrany moze obywatel mający prawo wybierania najpóźniej dniu wyborów kończy wybrany senatu moze obywatel mający prawo wybierania najpóźniej dniu wyborów kończy wybraną senatu nie moze osoba skazana prawomocnym wyrokiem karę pozbawienia wolnosc przestępstwo umyślne ścigane oskarżenia publicznego
Art. 100.,kandydatów posłów senatorów zgłaszać partie polityczne wyborcy nie kandydować równocześnie senatu zasady tryb zgłaszania kandydatów przeprowadzania wyborów warunki ważności wyborów określa ustawa
Art. 101.,ważność wyborów senatu stwierdza sad najwyższy wyborcy przysługuje prawo zgłoszenia sad najwyższego protestu przeciwko ważności wyborów zasadach określonych ustawa ©kancelaria posłowie senatorowie
Art. 102.,nie równocześnie posłem senatorem
Art. 103.,mandatu posła nie łączyć funkcją prezesa narodowego banku polskiego prezesa najwyższej izby kontroli rzecznika prawo obywatel rzecznika prawo dziecka zastępców członka rady polityki pieniężnej członka krajowej rady radiofonii telewizji ambasadora zatrudnieniem kancelarii kancelarii senatu kancelarii prezydenta zatrudnieniem administracji rządowej zakaz nie dotyczy członków rady ministrów sekretarzy stanu administracji rządowej sędzia prokurator urzędnik służby cywilnej żołnierz pozostający czynnej służbie wojskowej funkcjonariusz policji funkcjonariusz służb ochrona panstwo nie sprawować mandatu poselskiego przypadki zakaz łączenia mandatu poselskiego funkcjami publicznymi zakaz sprawowania moze określić ustawa
Art. 104.,posłowie przedstawicielami narodu nie wiążą instrukcje wyborców rozpoczęciem sprawowania mandatu posłowie składają sejmem następujące ślubowanie uroczyście ślubuję rzetelnie sumiennie wykonywać obowiazek wobec narodu strzec suwerenności interesów panstwo czynić pomyślności ojczyzny dobra obywatel przestrzegać konstytucji prawo ślubowanie moze złożone dodaniem zdania dopomóż bóg odmowa złożenia ślubowania oznacza zrzeczenie mandatu
Art. 105.,poseł nie moze pociągnięty odpowiedzialnosc swoją działalność wchodzącą zakres sprawowania mandatu poselskiego czasie trwania wygaśnięciu taką działalność poseł odpowiedzialnosc wyłącznie sejmem przypadku naruszenia prawo osób trzecich moze pociągnięty odpowiedzialnosc sad zgodą ogłoszenia wyników wyborów wygaśnięcia mandatu poseł nie moze pociągnięty zgody odpowiedzialnosc karnej ©kancelaria postępowanie karne wszczęte wobec osoby dniem wyboru posła ulega żądanie zawieszeniu czasu wygaśnięcia mandatu takim przypadku ulega zawieszeniu czas bieg przedawnienia postępowaniu karnym poseł moze wyrazić zgodę pociągnięcie odpowiedzialnosc karnej takim przypadku nie stosuje przepisów poseł nie moze zatrzymany aresztowany zgody wyjątkiem ujęcia gorącym uczynku przestępstwa zatrzymanie niezbędne zapewnienia prawidłowego toku postępowania zatrzymaniu niezwłocznie powiadamia marszałka moze nakazać natychmiastowe zwolnienie zatrzymanego szczegółowe zasady pociągania posłów odpowiedzialnosc karnej tryb postępowania określa ustawa
Art. 106.,warunki niezbędne skutecznego wypełniania obowiazek poselskich ochronę prawo wynikających sprawowania mandatu określa ustawa
Art. 107.,zakresie określonym ustawa poseł nie moze prowadzić działalności gospodarczej osiąganiem korzyści majątku skarbu panstwo samorządu terytorialnego nabywać majątku naruszenie zakaz mowa poseł uchwałą podjętą wniosek marszałka moze pociągnięty odpowiedzialnosc trybunal stanu orzeka przedmiocie pozbawienia mandatu
Art. 108.,senatorów stosuje odpowiednio przepisy organizacja działanie
Art. 109.,sejm senat obradują posiedzeniach pierwsze posiedzenia senatu prezydent zwołuje dzień przypadający ciągu dni wyborów wyjątkiem przypadków określonych
Art. 110.,sejm wybiera swojego grona marszałka wicemarszałków ©kancelaria marszałek przewodniczy obradom strzeże prawo reprezentuje sejm zewnątrz sejm powołuje komisje stałe moze powoływać komisje nadzwyczajne
Art. 111.,sejm moze powołać komisję śledczą zbadania określonej sprawy tryb działania komisji śledczej określa ustawa
Art. 112.,organizację wewnętrzną porządek prac tryb powoływania działalności organów wykonywania konstytucyjnych ustawa obowiazek organów panstwo wobec określa regulamin uchwalony sejm
Art. 113.,posiedzenia jawne wymaga dobro panstwo sejm moze bezwzględną większością głosów obecności najmniej połowy ustawa liczby posłów uchwalić tajność obrad
Art. 114.,przypadkach określonych konstytucji sejm senat obradując wspólnie przewodnictwem marszałka zastępstwie marszałka senatu działają zgromadzenie narodowe zgromadzenie narodowe uchwala swój regulamin
Art. 115.,prezes rady ministrów pozostali członkowie rady ministrów obowiazek udzielenia odpowiedzi interpelacje zapytania poselskie ciągu dni prezes rady ministrów pozostali członkowie rady ministrów obowiazek udzielenia odpowiedzi sprawach bieżących każdym posiedzeniu
Art. 116.,sejm decyduje imieniu stanie wojny zawarciu pokoju sejm moze podjąć uchwałę stanie wojny zbrojnej napaści terytorium umów międzynarodowych wynika zobowiązanie wspólnej obrony przeciwko agresji sejm nie moze zebrać posiedzenie stanie wojny postanawia prezydent
Art. 117.,zasady użycia sił zbrojnych granicami określa ratyfikowana umowa międzynarodowa ustawa zasady pobytu ©kancelaria obcych wojsk terytorium zasady przemieszczania terytorium określają ratyfikowane umowy międzynarodowe ustawa
Art. 118.,inicjatywa ustawodawcza przysługuje posłom senatowi prezydentowi radzie ministrów inicjatywa ustawodawcza przysługuje grupie najmniej obywatel mających prawo wybierania tryb postępowania sprawie określa ustawa wnioskodawcy przedkładając sejmowi projekt ustawa przedstawiają skutki finansowe wykonania
Art. 119.,sejm rozpatruje projekt ustawa trzech czytaniach prawo wnoszenia poprawek projektu ustawa czasie rozpatrywania sejm przysługuje wnioskodawcy projektu posłom radzie ministrów marszałek moze odmówić poddania głosowanie poprawki uprzednio nie przedłożona komisji wnioskodawca moze wycofać projekt ustawa toku postępowania ustawodawczego sejmie czasu zakończenia drugiego czytania projektu
Art. 120.,sejm uchwala ustawa zwykłą większością głosów obecności najmniej połowy ustawa liczby posłów chyba przewiduje inną większość samym trybie sejm podejmuje uchwały ustawa uchwała nie stanowi inaczej
Art. 121.,ustawę uchwaloną sejm marszałek przekazuje senatowi senat ciągu dni przekazania ustawa moze przyjąć zmian uchwalić poprawki uchwalić odrzucenie całości senat ciągu dni przekazania ustawa nie podejmie stosownej uchwały ustawę uznaje uchwaloną brzmieniu przyjętym sejm uchwałę senatu odrzucającą ustawę poprawkę zaproponowaną uchwale senatu uważa przyjętą sejm nie odrzuci bezwzględną większością głosów obecności najmniej połowy ustawa liczby posłów
Art. 122.,zakończeniu postępowania określonego marszałek przedstawia uchwaloną ustawę podpisu prezydentowi ©kancelaria prezydent podpisuje ustawę ciągu dni przedstawienia zarządza ogłoszenie dzienniku ustawa podpisaniem ustawa prezydent moze wystąpić trybunal konstytucyjnego wnioskiem sprawie zgodności ustawa konstytucją prezydent nie moze odmówić podpisania ustawa którą trybunal konstytucyjny uznał zgodną konstytucją prezydent odmawia podpisania ustawa którą trybunal konstytucyjny uznał niezgodną konstytucją niezgodność konstytucją dotyczy poszczególnych przepisów ustawa trybunal konstytucyjny nie orzeknie nierozerwalnie związane całą ustawa prezydent zasięgnięciu opinii marszałka podpisuje ustawę pominięciem przepisów uznanych niezgodne konstytucją zwraca ustawę sejmowi celu usunięcia niezgodności prezydent nie wystąpił wnioskiem trybunal konstytucyjnego trybie moze umotywowanym wnioskiem przekazać ustawę sejmowi ponownego rozpatrzenia ponownym uchwaleniu ustawa sejm większością głosów obecności najmniej połowy ustawa liczby posłów prezydent ciągu dni podpisuje ustawę zarządza ogłoszenie dzienniku ustawa ponownego uchwalenia ustawa sejm prezydentowi nie przysługuje prawo wystąpienia trybunal konstytucyjnego trybie wystąpienie prezydenta trybunal konstytucyjnego wnioskiem sprawie zgodności ustawa konstytucją wnioskiem ponowne rozpatrzenie ustawa wstrzymuje bieg określonego terminu podpisania ustawa
Art. 123.,rada ministrów moze uznać uchwalony siebie projekt ustawa pilny wyjątkiem projektów ustawa podatkowych ustawa dotyczących wyboru prezydenta senatu organów samorządu terytorialnego ustawa regulujących ustrój właściwość władz publicznych kodeksów regulamin regulamin senatu określają odrębności postępowaniu ustawodawczym sprawie projektu pilnego ©kancelaria postępowaniu sprawie ustawa projekt uznany pilny termin rozpatrzenia senat wynosi dni termin podpisania ustawa prezydenta wynosi dni
Art. 124.,senatu stosuje odpowiednio przepisy referendum
Art. 125.,sprawach szczególnym znaczeniu panstwo moze przeprowadzone referendum ogólnokrajowe referendum ogólnokrajowe prawo zarządzić sejm bezwzględną większością głosów obecności najmniej połowy ustawa liczby posłów prezydent zgodą senatu wyrażoną bezwzględną większością głosów obecności najmniej połowy ustawa liczby senatorów referendum ogólnokrajowym wzięło udział połowa uprawnionych głosowania wynik referendum wiążący ważność referendum ogólnokrajowego referendum mowa stwierdza sad najwyższy zasady tryb przeprowadzania referendum określa ustawa rozdział prezydent
Art. 126.,prezydent najwyższym przedstawicielem gwarantem ciągłości władzy panstwo prezydent czuwa przestrzeganiem konstytucji stoi straży suwerenności bezpieczeństwa panstwo nienaruszalności niepodzielności terytorium prezydent wykonuje zadania zakresie zasadach określonych konstytucji ustawa
Art. 127.,prezydent wybierany naród wyborach powszechnych rownosc bezpośrednich głosowaniu tajnym prezydent wybierany pięcioletnią kadencję moze ponownie wybrany ©kancelaria prezydenta moze wybrany obywatel najpóźniej dniu wyborów kończy korzysta pełni prawo wyborczych kandydata zgłasza najmniej obywatel mających prawo wybierania prezydenta wybrany zostaje kandydat otrzymał połowę ważnie oddanych głosów kandydatów nie uzyska wymaganej większości czternastego pierwszym głosowaniu przeprowadza ponowne głosowanie ponownym głosowaniu wyboru dokonuje spośród dwóch kandydatów pierwszym głosowaniu otrzymali kolejno największą liczbę głosów którykolwiek dwóch kandydatów wycofa zgodę kandydowanie utraci prawo wyborcze umrze miejsce wyborów ponownym głosowaniu dopuszcza kandydata otrzymał kolejno największą liczbę głosów pierwszym głosowaniu takim przypadku datę ponownego głosowania odracza dalszych dni prezydenta wybrany zostaje kandydat ponownym głosowaniu otrzymał głosów zasady tryb zgłaszania kandydatów przeprowadzania wyborów warunki ważności wyboru prezydenta określa ustawa
Art. 128.,kadencja prezydenta rozpoczyna dniu objęcia urzędu wybory prezydenta zarządza marszałek dzień przypadający nie wcześniej dni nie później dni upływem kadencji urzędującego prezydenta opróżnienia urzędu prezydenta nie później czternastym dniu opróżnieniu urzędu wyznaczając datę wyborów dzień wolnosc pracy przypadający ciągu dni zarządzenia wyborów
Art. 129.,ważność wyboru prezydenta stwierdza sad najwyższy wyborcy przysługuje prawo zgłoszenia sad najwyższego protestu przeciwko ważności wyboru prezydenta zasadach określonych ustawa ©kancelaria stwierdzenia nieważności wyboru prezydenta przeprowadza wybory zasadach przewidzianych przypadku opróżnienia urzędu prezydenta
Art. 130.,prezydent obejmuje urząd złożeniu wobec zgromadzenia narodowego następującej przysięgi obejmując woli narodu urząd prezydenta uroczyście przysięgam dochowam wierności postanowieniom konstytucji będę strzegł niezłomnie godnosc narodu niepodległości bezpieczeństwa panstwo dobro ojczyzny pomyślność obywatel najwyższym nakaz przysięga moze złożona dodaniem zdania dopomóż bóg
Art. 131.,prezydent nie moze przejściowo sprawować urzędu zawiadamia marszałka tymczasowo przejmuje obowiazek prezydenta prezydent nie stanie zawiadomić marszałka niemożności sprawowania urzędu wówczas stwierdzeniu przeszkody sprawowaniu urzędu prezydenta rozstrzyga trybunal konstytucyjny wniosek marszałka uznania przejściowej niemożności sprawowania urzędu prezydenta trybunal konstytucyjny powierza marszałkowi tymczasowe wykonywanie obowiazek prezydenta marszałek tymczasowo czasu wyboru nowego prezydenta wykonuje obowiazek prezydenta śmierci prezydenta zrzeczenia urzędu prezydenta stwierdzenia nieważności wyboru prezydenta przyczyn nieobjęcia urzędu wyborze uznania zgromadzenie narodowe trwałej niezdolności prezydenta sprawowania urzędu względu stan zdrowia uchwałą podjętą większością najmniej głosów ustawa liczby członków zgromadzenia narodowego złożenia prezydenta urzędu orzeczeniem trybunal stanu ©kancelaria marszałek nie moze wykonywać obowiazek prezydenta obowiazek przejmuje marszałek senatu osoba wykonująca obowiazek prezydenta nie moze postanowić skróceniu kadencji
Art. 132.,prezydent nie moze piastować żadnego innego urzędu pełnić żadnej funkcji publicznej wyjątkiem związane sprawowanym urzędem
Art. 133.,prezydent reprezentant panstwo stosunkach zewnętrznych ratyfikuje wypowiada umowy międzynarodowe czym zawiadamia sejm senat mianuje odwołuje pełnomocnych przedstawicieli państwach organizacjach międzynarodowych przyjmuje listy uwierzytelniające odwołujące akredytowanych przedstawicieli dyplomatycznych państw organizacji międzynarodowych prezydent ratyfikowaniem umowy międzynarodowej moze zwrócić trybunal konstytucyjnego wnioskiem sprawie zgodności konstytucją prezydent zakresie polityki zagranicznej współdziała prezesem rady ministrów właściwym ministrem
Art. 134.,prezydent najwyższym zwierzchnikiem sił zbrojnych czasie pokoju prezydent sprawuje zwierzchnictwo siłami zbrojnymi pośrednictwem ministra obrony narodowej prezydent mianuje szefa sztabu generalnego dowódców rodzajów sił zbrojnych czas określony czas trwania kadencji tryb warunki odwołania upływem określa ustawa czas wojny prezydent wniosek prezesa rady ministrów mianuje naczelnego dowódcę sił zbrojnych samym trybie moze naczelnego dowódcę sił zbrojnych odwołać kompetencje naczelnego ©kancelaria dowódcy sił zbrojnych zasady podległości konstytucyjnym organom określa ustawa prezydent wniosek ministra obrony narodowej nadaje określone ustawa stopnie wojskowe kompetencje prezydenta związane zwierzchnictwem siłami zbrojnymi szczegółowo określa ustawa
Art. 135.,organem doradczym prezydenta zakresie wewnętrznego zewnętrznego bezpieczeństwa panstwo rada bezpieczeństwa narodowego
Art. 136.,bezpośredniego zewnętrznego zagrożenia panstwo prezydent wniosek prezesa rady ministrów zarządza powszechną częściową mobilizację użycie sił zbrojnych obrony
Art. 137.,prezydent nadaje obywatel polskie wyraża zgodę zrzeczenie obywatel polskiego
Art. 138.,prezydent nadaje ordery odznaczenia
Art. 139.,prezydent stosuje prawo łaski prawo łaski nie stosuje osób skazanych trybunal stanu
Art. 140.,prezydent moze zwracać orędziem senatu zgromadzenia narodowego orędzia nie czyni przedmiotem debaty
Art. 141.,sprawach szczególnej wagi prezydent moze zwołać radę gabinetową radę gabinetową tworzy rada ministrów obradująca przewodnictwem prezydenta radzie gabinetowej nie przysługują kompetencje rady ministrów
Art. 142.,prezydent wydaje rozporządzenia zarządzenia zasadach określonych prezydent wydaje postanowienia zakresie realizacji pozostałych swoich kompetencji ©kancelaria
Art. 143.,organem pomocniczym prezydenta prezydenta prezydent nadaje statut kancelarii powołuje odwołuje szefa kancelarii prezydenta
Art. 144.,prezydent korzystając swoich konstytucyjnych ustawa kompetencji wydaje akty urzędowe akty urzędowe prezydenta wymagają swojej ważności podpisu prezesa rady ministrów podpisanie aktu ponosi odpowiedzialnosc sejmem przepis nie dotyczy zarządzania wyborów senatu zwoływania pierwszego posiedzenia nowo wybranych senatu skracania kadencji przypadkach określonych konstytucji inicjatywy ustawodawczej zarządzania referendum ogólnokrajowego podpisywania odmowy podpisania ustawa zarządzania ogłoszenia ustawa umowy międzynarodowej dzienniku ustawa zwracania orędziem senatu zgromadzenia narodowego wniosku trybunal konstytucyjnego wniosku przeprowadzenie kontroli najwyższą izbę kontroli desygnowania powoływania prezesa rady ministrów przyjmowania dymisji rady ministrów powierzania tymczasowego pełnienia obowiazek wniosku pociągnięcie odpowiedzialnosc trybunal stanu członka rady ministrów odwoływania ministra któremu sejm wyraził wotum nieufności zwoływania rady gabinetowej nadawania orderów odznaczeń powoływania sędziów stosowania prawo łaski nadawania obywatel polskiego wyrażania zgody zrzeczenie obywatel polskiego ©kancelaria powoływania pierwszego prezesa sad najwyższego powoływania prezesa wiceprezesa trybunal konstytucyjnego powoływania prezesa naczelnego sad administracyjnego powoływania prezesów sad najwyższego wiceprezesów naczelnego sad administracyjnego wniosku powołanie prezesa narodowego banku polskiego powoływania członków rady polityki pieniężnej powoływania odwoływania członków rady bezpieczeństwa narodowego powoływania członków krajowej rady radiofonii telewizji nadawania statutu kancelarii prezydenta powoływania odwoływania szefa kancelarii prezydenta wydawania zarządzeń zasadach określonych zrzeczenia urzędu prezydenta
Art. 145.,prezydent naruszenie konstytucji ustawa popełnienie przestępstwa moze pociągnięty odpowiedzialnosc trybunal stanu postawienie prezydenta stan oskarżenia moze nastąpić uchwałą zgromadzenia narodowego podjętą większością najmniej głosów ustawa liczby członków zgromadzenia narodowego wniosek najmniej członków zgromadzenia narodowego dniem podjęcia uchwały postawieniu prezydenta stan oskarżenia trybunal stanu sprawowanie urzędu prezydenta ulega zawieszeniu przepis stosuje odpowiednio rozdział rada ministrów administracja rządowa
Art. 146.,rada ministrów prowadzi politykę wewnętrzną zagraniczną rady ministrów należą sprawy polityki panstwo nie zastrzeżone organów panstwo samorządu terytorialnego rada ministrów kieruje administracją rządową ©kancelaria zakresie zasadach określonych konstytucji ustawa rada ministrów szczególności zapewnia wykonanie ustawa wydaje rozporządzenia koordynuje kontroluje prace organów administracji rządowej ochrona interesy skarbu panstwo uchwala projekt budżetu panstwo kieruje wykonaniem budżetu panstwo uchwala zamknięcie rachunków panstwo sprawozdanie wykonania budżetu zapewnia bezpieczeństwo wewnętrzne panstwo porządek publiczny zapewnia bezpieczeństwo zewnętrzne panstwo sprawuje ogólne kierownictwo dziedzinie stosunków innymi państwami organizacjami międzynarodowymi zawiera umowy międzynarodowe wymagające ratyfikacji zatwierdza wypowiada umowy międzynarodowe sprawuje ogólne kierownictwo dziedzinie obronności kraju określa corocznie liczbę obywatel powoływanych czynnej służby wojskowej określa organizację tryb swojej pracy
Art. 147.,rada ministrów składa prezesa rady ministrów ministrów skład rady ministrów powoływani wiceprezesi rady ministrów prezes wiceprezes rady ministrów pełnić funkcję ministra skład rady ministrów ponadto powoływani przewodniczący określonych ustawa komitetów
Art. 148.,prezes rady ministrów reprezentuje radę ministrów kieruje pracami rady ministrów wydaje rozporządzenia zapewnia wykonywanie polityki rady ministrów określa sposoby wykonywania koordynuje kontroluje pracę członków rady ministrów ©kancelaria sprawuje nadzór samorządem terytorialnym granicach formach określonych konstytucji ustawa zwierzchnikiem służbowym pracowników administracji rządowej
Art. 149.,ministrowie kierują określonymi działami administracji rządowej wypełniają zadania wyznaczone prezesa rady ministrów zakres działania ministra kierującego działem administracji rządowej określają ustawa minister kierujący działem administracji rządowej wydaje rozporządzenia rada ministrów wniosek prezesa rady ministrów moze uchylić rozporządzenie zarządzenie ministra przewodniczącego komitetu mowa stosuje odpowiednio przepisy odnoszące ministra kierującego działem administracji rządowej
Art. 150.,członek rady ministrów nie moze prowadzić działalności sprzecznej obowiazek publicznymi
Art. 151.,prezes rady ministrów wiceprezesi rady ministrów ministrowie składają wobec prezydenta następującą przysięgę obejmując urząd prezesa rady ministrów wiceprezesa rady ministrów ministra uroczyście przysięgam dochowam wierności postanowieniom konstytucji innym prawom dobro ojczyzny pomyślność obywatel najwyższym nakaz przysięga moze złożona dodaniem zdania dopomóż bóg
Art. 152.,przedstawicielem rady ministrów województwie wojewoda tryb powoływania odwoływania zakres działania wojewodów określa ustawa
Art. 153.,celu zapewnienia zawodowego rzetelnego bezstronnego politycznie neutralnego wykonywania zadań panstwo urzędach administracji rządowej działa korpus służby cywilnej prezes rady ministrów zwierzchnikiem korpusu służby cywilnej ©kancelaria
Art. 154.,prezydent desygnuje prezesa rady ministrów proponuje skład rady ministrów prezydent powołuje prezesa rady ministrów wraz pozostałymi członkami rady ministrów ciągu dni pierwszego posiedzenia przyjęcia dymisji poprzedniej rady ministrów odbiera przysięgę członków nowo powołanej rady ministrów prezes rady ministrów ciągu dni powołania prezydenta przedstawia sejmowi program działania rady ministrów wnioskiem udzielenie wotum zaufania wotum zaufania sejm uchwala bezwzględną większością głosów obecności najmniej połowy ustawa liczby posłów niepowołania rady ministrów trybie nieudzielenia wotum zaufania trybie sejm ciągu dni upływu terminów określonych wybiera prezesa rady ministrów proponowanych członków rady ministrów bezwzględną większością głosów obecności najmniej połowy ustawa liczby posłów prezydent powołuje wybraną radę ministrów odbiera przysięgę członków
Art. 155.,niepowołania rady ministrów trybie prezydent ciągu dni powołuje prezesa rady ministrów wniosek pozostałych członków rady ministrów odbiera przysięgę sejm ciągu dni powołania rady ministrów prezydenta udziela wotum zaufania większością głosów obecności najmniej połowy ustawa liczby posłów nieudzielenia radzie ministrów wotum zaufania trybie określonym prezydent skraca kadencję zarządza wybory
Art. 156.,członkowie rady ministrów ponoszą odpowiedzialnosc trybunal stanu naruszenie konstytucji ustawa przestępstwa popełnione związku zajmowanym stanowiskiem uchwałę pociągnięciu członka rady ministrów odpowiedzialnosc trybunal stanu sejm podejmuje wniosek prezydenta najmniej posłów większością ustawa liczby posłów ©kancelaria
Art. 157.,członkowie rady ministrów ponoszą sejmem solidarną odpowiedzialnosc działalność rady ministrów członkowie rady ministrów ponoszą sejmem odpowiedzialnosc indywidualną sprawy należące kompetencji powierzone prezesa rady ministrów
Art. 158.,sejm wyraża radzie ministrów wotum nieufności większością ustawa liczby posłów wniosek zgłoszony najmniej posłów wskazujący imiennie kandydata prezesa rady ministrów uchwała została przyjęta sejm prezydent przyjmuje dymisję rady ministrów powołuje wybranego sejm nowego prezesa rady ministrów wniosek pozostałych członków rady ministrów odbiera przysięgę wniosek podjęcie uchwały mowa moze poddany głosowanie nie wcześniej upływie dni zgłoszenia powtórny wniosek moze zgłoszony nie wcześniej upływie miesięcy zgłoszenia poprzedniego wniosku powtórny wniosek moze zgłoszony upływem miesięcy wystąpi najmniej posłów
Art. 159.,sejm moze wyrazić ministrowi wotum nieufności wniosek wyrażenie wotum nieufności moze zgłoszony najmniej posłów przepis stosuje odpowiednio prezydent odwołuje ministra któremu sejm wyraził wotum nieufności większością głosów ustawa liczby posłów
Art. 160.,prezes rady ministrów moze zwrócić wyrażenie radzie ministrów wotum zaufania udzielenie wotum zaufania radzie ministrów następuje większością głosów obecności najmniej połowy ustawa liczby posłów
Art. 161.,prezydent wniosek prezesa rady ministrów dokonuje zmian składzie rady ministrów
Art. 162.,prezes rady ministrów składa dymisję rady ministrów pierwszym posiedzeniu nowo wybranego prezes rady ministrów składa dymisję rady ministrów nieuchwalenia sejm wotum zaufania rady ministrów wyrażenia radzie ministrów wotum nieufności ©kancelaria rezygnacji prezesa rady ministrów prezydent przyjmując dymisję rady ministrów powierza dalsze sprawowanie obowiazek czasu powołania nowej rady ministrów prezydent przypadku określonym moze odmówić przyjęcia dymisji rady ministrów rozdział samorząd terytorialny
Art. 163.,samorząd terytorialny wykonuje zadania publiczne nie zastrzeżone konstytucję ustawa organów władz publicznych
Art. 164.,podstawową jednostką samorządu terytorialnego gmina jednostki samorządu regionalnego lokalnego regionalnego określa ustawa gmina wykonuje zadania samorządu terytorialnego nie zastrzeżone jednostek samorządu terytorialnego
Art. 165.,jednostki samorządu terytorialnego osobowość prawną przysługują prawo wlasnosc prawo majątkowe samodzielność jednostek samorządu terytorialnego podlega ochrona sad
Art. 166.,zadania publiczne służące zaspokajaniu potrzeb wspólnoty samorządowej wykonywane jednostkę samorządu terytorialnego zadania wlasnosc wynika uzasadnionych potrzeb panstwo ustawa moze zlecić jednostkom samorządu terytorialnego wykonywanie zadań publicznych ustawa określa tryb przekazywania wykonywania zadań zleconych spory kompetencyjne organami samorządu terytorialnego administracji rządowej rozstrzygają sad administracyjne
Art. 167.,jednostkom samorządu terytorialnego zapewnia udział dochodach publicznych odpowiednio przypadających zadań dochodami jednostek samorządu terytorialnego dochody wlasnosc subwencje ogólne dotacje celowe budżetu panstwo ©kancelaria źródła dochodów jednostek samorządu terytorialnego określone ustawa zmiany zakresie zadań kompetencji jednostek samorządu terytorialnego następują wraz odpowiednimi zmianami podziale dochodów publicznych
Art. 168.,jednostki samorządu terytorialnego prawo ustalania wysokości podatków opłat lokalnych zakresie określonym ustawa
Art. 169.,jednostki samorządu terytorialnego wykonują zadania pośrednictwem organów stanowiących wykonawczych wybory organów stanowiących powszechne rownosc bezpośrednie odbywają głosowaniu tajnym zasady tryb zgłaszania kandydatów przeprowadzania wyborów warunki ważności wyborów określa ustawa zasady tryb wyborów odwoływania organów wykonawczych jednostek samorządu terytorialnego określa ustawa ustrój wewnętrzny jednostek samorządu terytorialnego określają granicach ustawa organy stanowiące
Art. 170.,członkowie wspólnoty samorządowej decydować drodze referendum sprawach dotyczących wspólnoty odwołaniu pochodzącego wyborów bezpośrednich organu samorządu terytorialnego zasady tryb przeprowadzania referendum lokalnego określa ustawa
