id,text_clean
Art. 171.,działalność samorządu terytorialnego podlega nadzorowi punktu widzenia legalności organami nadzoru działalnością jednostek samorządu terytorialnego prezes rady ministrów wojewodowie zakresie spraw finansowych regionalne izby obrachunkowe sejm wniosek prezesa rady ministrów moze rozwiązać organ stanowiący samorządu terytorialnego organ rażąco narusza konstytucję ustawa
Art. 172.,jednostki samorządu terytorialnego prawo zrzeszania jednostka samorządu terytorialnego prawo przystępowania międzynarodowych zrzeszeń społeczności lokalnych regionalnych współpracy społecznościami lokalnymi regionalnymi państw ©kancelaria zasady jakich jednostki samorządu terytorialnego korzystać prawo mowa określa ustawa rozdział sad trybunal
Art. 173.,sad trybunal władzą odrębną niezależną władz
Art. 174.,sad trybunal wydają wyroki imieniu sad
Art. 175.,wymiar sprawiedliwości sprawują sad najwyższy sad powszechne sad administracyjne sad wojskowe sad wyjątkowy tryb doraźny moze ustanowiony czas wojny
Art. 176.,postępowanie sad najmniej dwuinstancyjne ustrój właściwość sad postępowanie sad określają ustawa
Art. 177.,sad powszechne sprawują wymiar sprawiedliwości sprawach wyjątkiem spraw ustawowo zastrzeżonych właściwości sad
Art. 178.,sędziowie sprawowaniu swojego urzędu niezawiśli podlegają konstytucji ustawa sędziom zapewnia warunki pracy wynagrodzenie odpowiadające godnosc urzędu zakresowi obowiazek sędzia nie moze należeć partii politycznej związku zawodowego prowadzić działalności publicznej nie dającej pogodzić zasadami niezależności sad niezawisłości sędziów
Art. 179.,sędziowie powoływani prezydenta wniosek krajowej rady sądownictwa czas nieoznaczony
Art. 180.,sędziowie nieusuwalni złożenie sędziego urzędu zawieszenie urzędowaniu przeniesienie innej siedziby stanowisko wbrew woli moze nastąpić mocy orzeczenia sad przypadkach określonych ustawa ©kancelaria sędzia moze przeniesiony stan spoczynku skutek uniemożliwiających sprawowanie urzędu choroby utraty sił tryb postępowania odwołania sad określa ustawa ustawa określa granicę wieku osiągnięciu sędziowie przechodzą stan spoczynku zmiany ustroju sad zmiany granic okręgów sad wolnosc sędziego przenosić innego sad stan spoczynku pozostawieniem pełnego uposażenia
Art. 181.,sędzia nie moze uprzedniej zgody sad określonego ustawa pociągnięty odpowiedzialnosc karnej pozbawiony wolnosc sędzia nie moze zatrzymany aresztowany wyjątkiem ujęcia gorącym uczynku przestępstwa zatrzymanie niezbędne zapewnienia prawidłowego toku postępowania zatrzymaniu niezwłocznie powiadamia prezesa właściwego miejscowo sad moze nakazać natychmiastowe zwolnienie zatrzymanego
Art. 182.,udział obywatel sprawowaniu wymiaru sprawiedliwości określa ustawa
Art. 183.,sad najwyższy sprawuje nadzór działalnością sad powszechnych wojskowych zakresie orzekania sad najwyższy wykonuje czynności określone konstytucji ustawa pierwszego prezesa sad najwyższego powołuje prezydent sześcioletnią kadencję spośród kandydatów przedstawionych zgromadzenie ogólne sędziów sad najwyższego
Art. 184.,naczelny sad administracyjny sad administracyjne sprawują zakresie określonym ustawa kontrolę działalności administracji publicznej kontrola obejmuje orzekanie zgodności ustawa uchwał organów samorządu terytorialnego aktów normatywnych terenowych organów administracji rządowej
Art. 185.,prezesa naczelnego sad administracyjnego powołuje prezydent sześcioletnią kadencję spośród kandydatów przedstawionych zgromadzenie ogólne sędziów naczelnego sad administracyjnego ©kancelaria
Art. 186.,krajowa rada sądownictwa stoi straży niezależności sad niezawisłości sędziów krajowa rada sądownictwa moze wystąpić trybunal konstytucyjnego wnioskiem sprawie zgodności konstytucją aktów normatywnych zakresie jakim dotyczą niezależności sad niezawisłości sędziów
Art. 187.,krajowa rada sądownictwa składa pierwszego prezesa sad najwyższego ministra sprawiedliwości prezesa naczelnego sad administracyjnego osoby powołanej prezydenta piętnastu członków wybranych spośród sędziów sad najwyższego sad powszechnych sad administracyjnych sad wojskowych czterech członków wybranych sejm spośród posłów dwóch członków wybranych senat spośród senatorów krajowa rada sądownictwa wybiera spośród swoich członków przewodniczącego dwóch wiceprzewodniczących kadencja wybranych członków krajowej rady sądownictwa trwa cztery lata ustrój zakres działania tryb pracy krajowej rady sądownictwa wyboru członków określa ustawa trybunal konstytucyjny
Art. 188.,trybunal konstytucyjny orzeka sprawach zgodności ustawa umów międzynarodowych konstytucją zgodności ustawa ratyfikowanymi umowami międzynarodowymi ratyfikacja wymagała uprzedniej zgody wyrażonej ustawa zgodności przepisów prawo wydawanych centralne organy panstwo konstytucją ratyfikowanymi umowami międzynarodowymi ustawa zgodności konstytucją celów działalności partii politycznych skargi konstytucyjnej mowa
Art. 189.,trybunal konstytucyjny rozstrzyga spory kompetencyjne pomiędzy centralnymi konstytucyjnymi organami panstwo
Art. 190.,orzeczenia trybunal konstytucyjnego moc powszechnie obowiązującą ostateczne ©kancelaria orzeczenia trybunal konstytucyjnego sprawach wymienionych podlegają niezwłocznemu ogłoszeniu organie urzędowym akt normatywny ogłoszony akt nie ogłoszony orzeczenie ogłasza dzienniku urzędowym monitor orzeczenie trybunal konstytucyjnego wchodzi życie dniem ogłoszenia trybunal konstytucyjny moze określić termin utraty mocy obowiązującej aktu normatywnego termin nie moze przekroczyć osiemnastu miesięcy chodzi ustawę chodzi akt normatywny dwunastu miesięcy przypadku orzeczeń wiążą nakładami finansowymi nie przewidzianymi ustawa budżetowej trybunal konstytucyjny określa termin utraty mocy obowiązującej aktu normatywnego zapoznaniu opinią rady ministrów orzeczenie trybunal konstytucyjnego niezgodności konstytucją umową międzynarodową ustawa aktu normatywnego zostało wydane prawomocne orzeczenie sad ostateczna decyzja administracyjna rozstrzygnięcie sprawach stanowi podstawę wznowienia postępowania uchylenia decyzji innego rozstrzygnięcia zasadach trybie określonych przepisach właściwych danego postępowania orzeczenia trybunal konstytucyjnego zapadają większością głosów
Art. 191.,wnioskiem sprawach mowa trybunal konstytucyjnego wystąpić prezydent marszałek marszałek senatu prezes rady ministrów posłów senatorów pierwszy prezes sad najwyższego prezes naczelnego sad administracyjnego prokurator generalny prezes najwyższej izby kontroli rzecznik prawo obywatel krajowa rada sądownictwa zakresie mowa organy stanowiące jednostek samorządu terytorialnego ogólnokrajowe organy związków zawodowych ogólnokrajowe władze organizacji pracodawców organizacji zawodowych kościoły związki wyznaniowe podmioty określone zakresie wskazanym podmioty mowa wystąpić takim wnioskiem akt normatywny dotyczy spraw objętych zakresem działania ©kancelaria
Art. 192.,wnioskiem sprawach mowa trybunal konstytucyjnego wystąpić prezydent marszałek marszałek senatu prezes rady ministrów pierwszy prezes sad najwyższego prezes naczelnego sad administracyjnego prezes najwyższej izby kontroli
Art. 193.,sad moze przedstawić trybunal konstytucyjnemu pytanie prawo zgodności aktu normatywnego konstytucją ratyfikowanymi umowami międzynarodowymi ustawa odpowiedzi pytanie prawo zależy rozstrzygnięcie sprawy toczącej sad
Art. 194.,trybunal konstytucyjny składa sędziów wybieranych indywidualnie sejm spośród osób wyróżniających wiedzą prawniczą ponowny wybór składu trybunal niedopuszczalny prezesa wiceprezesa trybunal konstytucyjnego powołuje prezydent spośród kandydatów przedstawionych zgromadzenie ogólne sędziów trybunal konstytucyjnego
Art. 195.,sędziowie trybunal konstytucyjnego sprawowaniu swojego urzędu niezawiśli podlegają konstytucji sędziom trybunal konstytucyjnego zapewnia warunki pracy wynagrodzenie odpowiadające godnosc urzędu zakresowi obowiazek sędziowie trybunal konstytucyjnego okresie zajmowania stanowiska nie należeć partii politycznej związku zawodowego prowadzić działalności publicznej nie dającej pogodzić zasadami niezależności sad niezawisłości sędziów
Art. 196.,sędzia trybunal konstytucyjnego nie moze uprzedniej zgody trybunal konstytucyjnego pociągnięty odpowiedzialnosc karnej pozbawiony wolnosc sędzia nie moze zatrzymany aresztowany wyjątkiem ujęcia gorącym uczynku przestępstwa zatrzymanie niezbędne zapewnienia prawidłowego toku postępowania zatrzymaniu niezwłocznie powiadamia prezesa trybunal konstytucyjnego moze nakazać natychmiastowe zwolnienie zatrzymanego
Art. 197.,organizację trybunal konstytucyjnego tryb postępowania trybunal określa ustawa ©kancelaria trybunal stanu
Art. 198.,naruszenie konstytucji ustawa związku zajmowanym stanowiskiem zakresie swojego urzędowania odpowiedzialnosc konstytucyjną trybunal stanu ponoszą prezydent prezes rady ministrów członkowie rady ministrów prezes narodowego banku polskiego prezes najwyższej izby kontroli członkowie krajowej rady radiofonii telewizji osoby prezes rady ministrów powierzył kierowanie ministerstwem naczelny dowódca sił zbrojnych odpowiedzialnosc konstytucyjną trybunal stanu ponoszą posłowie senatorowie zakresie określonym rodzaje kara orzekanych trybunal stanu określa ustawa
Art. 199.,trybunal stanu składa przewodniczącego zastępców przewodniczącego członków wybieranych sejm spoza grona posłów senatorów czas kadencji zastępcy przewodniczącego trybunal najmniej połowa członków trybunal stanu mieć kwalifikacje wymagane zajmowania stanowiska sędziego przewodniczącym trybunal stanu pierwszy prezes sad najwyższego członkowie trybunal stanu sprawowaniu funkcji sędziego trybunal stanu niezawiśli podlegają konstytucji ustawa
Art. 200.,członek trybunal stanu nie moze uprzedniej zgody trybunal stanu pociągnięty odpowiedzialnosc karnej pozbawiony wolnosc członek trybunal stanu nie moze zatrzymany aresztowany wyjątkiem ujęcia gorącym uczynku przestępstwa zatrzymanie niezbędne zapewnienia prawidłowego toku postępowania zatrzymaniu niezwłocznie powiadamia przewodniczącego trybunal stanu moze nakazać natychmiastowe zwolnienie zatrzymanego
Art. 201.,organizację trybunal stanu tryb postępowania trybunal określa ustawa ©kancelaria rozdział organy kontroli panstwo ochrona prawo najwyższa izba kontroli
Art. 202.,najwyższa izba kontroli naczelnym organem kontroli panstwo najwyższa izba kontroli podlega sejmowi najwyższa izba kontroli działa zasadach kolegialności
Art. 203.,najwyższa izba kontroli kontroluje działalność organów administracji rządowej narodowego banku polskiego panstwo osób prawo panstwo jednostek organizacyjnych punktu widzenia legalności gospodarności celowości rzetelności najwyższa izba kontroli moze kontrolować działalność organów samorządu terytorialnego komunalnych osób prawo komunalnych jednostek organizacyjnych punktu widzenia legalności gospodarności rzetelności najwyższa izba kontroli moze kontrolować punktu widzenia legalności gospodarności działalność jednostek organizacyjnych podmiotów gospodarczych zakresie jakim wykorzystują majątek środki panstwo komunalne wywiązują zobowiązań finansowych rzecz panstwo
Art. 204.,najwyższa izba kontroli przedkłada sejmowi analizę wykonania budżetu panstwo założeń polityki pieniężnej opinię przedmiocie absolutorium rady ministrów informacje wynikach kontroli wnioski wystąpienia określone ustawa najwyższa izba kontroli przedstawia sejmowi coroczne sprawozdanie swojej działalności
Art. 205.,prezes najwyższej izby kontroli powoływany sejm zgodą senatu moze ponownie powołany prezes najwyższej izby kontroli nie moze zajmować innego stanowiska wyjątkiem stanowiska profesora szkoły wyższej wykonywać zajęć zawodowych ©kancelaria prezes najwyższej izby kontroli nie moze należeć partii politycznej związku zawodowego prowadzić działalności publicznej nie dającej pogodzić godnosc urzędu
Art. 206.,prezes najwyższej izby kontroli nie moze uprzedniej zgody pociągnięty odpowiedzialnosc karnej pozbawiony wolnosc prezes najwyższej izby kontroli nie moze zatrzymany aresztowany wyjątkiem ujęcia gorącym uczynku przestępstwa zatrzymanie niezbędne zapewnienia prawidłowego toku postępowania zatrzymaniu niezwłocznie powiadamia marszałka moze nakazać natychmiastowe zwolnienie zatrzymanego
Art. 207.,organizację tryb działania najwyższej izby kontroli określa ustawa rzecznik prawo obywatel
Art. 208.,rzecznik prawo obywatel stoi straży wolnosc prawo czlowiek obywatel określonych konstytucji aktach normatywnych zakres działania rzecznika prawo obywatel określa ustawa
Art. 209.,rzecznik prawo obywatel powoływany sejm zgodą senatu rzecznik prawo obywatel nie moze zajmować innego stanowiska wyjątkiem stanowiska profesora szkoły wyższej wykonywać zajęć zawodowych rzecznik prawo obywatel nie moze należeć partii politycznej związku zawodowego prowadzić działalności publicznej nie dającej pogodzić godnosc urzędu
Art. 210.,rzecznik prawo obywatel swojej działalności niezawisły niezależny organów panstwo odpowiedzialnosc sejmem zasadach określonych ustawa
Art. 211.,rzecznik prawo obywatel nie moze uprzedniej zgody pociągnięty odpowiedzialnosc karnej pozbawiony wolnosc rzecznik prawo obywatel nie moze zatrzymany aresztowany wyjątkiem ujęcia ©kancelaria gorącym uczynku przestępstwa zatrzymanie niezbędne zapewnienia prawidłowego toku postępowania zatrzymaniu niezwłocznie powiadamia marszałka moze nakazać natychmiastowe zwolnienie zatrzymanego
Art. 212.,rzecznik prawo obywatel corocznie informuje sejm senat swojej działalności stanie przestrzegania wolnosc prawo czlowiek obywatel krajowa rada radiofonii telewizji
Art. 213.,krajowa rada radiofonii telewizji stoi straży wolnosc słowa prawo informacji interesu publicznego radiofonii telewizji krajowa rada radiofonii telewizji wydaje rozporządzenia sprawach indywidualnych podejmuje uchwały
Art. 214.,członkowie krajowej rady radiofonii telewizji powoływani sejm senat prezydenta członek krajowej rady radiofonii telewizji nie moze należeć partii politycznej związku zawodowego prowadzić działalności publicznej nie dającej pogodzić godnosc pełnionej funkcji
Art. 215.,zasady tryb działania krajowej rady radiofonii telewizji organizację szczegółowe zasady powoływania członków określa ustawa rozdział finanse publiczne
Art. 216.,środki finansowe cele publiczne gromadzone wydatkowane określony ustawa nabywanie zbywanie obciążanie nieruchomości udziałów akcji emisja papierów wartościowych skarb panstwo narodowy bank panstwo osoby prawo następuje zasadach trybie określonych ustawa ustanowienie monopolu następuje drodze ustawa zaciąganie pożyczek udzielanie gwarancji poręczeń finansowych panstwo następuje zasadach trybie określonych ustawa ©kancelaria nie wolnosc zaciągać pożyczek udzielać gwarancji poręczeń finansowych następstwie panstwo dług publiczny przekroczy wartości rocznego produktu krajowego brutto obliczania wartości rocznego produktu krajowego brutto panstwo długu publicznego określa ustawa
Art. 217.,nakładanie podatków danin publicznych określanie podmiotów przedmiotów opodatkowania stawek podatkowych zasad przyznawania ulg umorzeń kategorii podmiotów zwolnionych podatków następuje drodze ustawa
Art. 218.,organizację skarbu panstwo zarządzania majątkiem skarbu panstwo określa ustawa
Art. 219.,sejm uchwala budżet panstwo rok budżetowy formie ustawa budżetowej zasady tryb opracowania projektu budżetu panstwo stopień szczegółowości wymagania musi odpowiadać projekt ustawa budżetowej zasady tryb wykonywania ustawa budżetowej określa ustawa wyjątkowych przypadkach dochody wydatki panstwo okresie krótszym rok moze określać ustawa prowizorium budżetowym przepisy dotyczące projektu ustawa budżetowej stosuje odpowiednio projektu ustawa prowizorium budżetowym ustawa budżetowa ustawa prowizorium budżetowym nie weszły życie dniu rozpoczęcia budżetowego rada ministrów prowadzi gospodarkę finansową przedłożonego projektu ustawa
Art. 220.,zwiększenie wydatków ograniczenie dochodów planowanych radę ministrów nie moze powodować ustalenia sejm większego deficytu budżetowego przewidziany projekcie ustawa budżetowej ustawa budżetowa nie moze przewidywać pokrywania deficytu budżetowego zaciąganie zobowiązania centralnym banku panstwo
Art. 221.,inicjatywa ustawodawcza zakresie ustawa budżetowej ustawa prowizorium budżetowym zmiany ustawa budżetowej ustawa zaciąganiu długu publicznego ustawa udzielaniu gwarancji finansowych panstwo przysługuje wyłącznie radzie ministrów ©kancelaria
Art. 222.,rada ministrów przedkłada sejmowi najpóźniej miesiące rozpoczęciem budżetowego projekt ustawa budżetowej rok następny wyjątkowych przypadkach późniejsze przedłożenie projektu
Art. 223.,senat moze uchwalić poprawki ustawa budżetowej ciągu dni przekazania senatowi
Art. 224.,prezydent podpisuje ciągu dni ustawę budżetową ustawę prowizorium budżetowym przedstawioną marszałka ustawa budżetowej ustawa prowizorium budżetowym nie stosuje przepisu przypadku zwrócenia prezydenta trybunal konstytucyjnego sprawie zgodności konstytucją ustawa budżetowej ustawa prowizorium budżetowym podpisaniem trybunal orzeka sprawie nie później ciągu miesięcy złożenia wniosku trybunale
Art. 225.,ciągu miesięcy przedłożenia sejmowi projektu ustawa budżetowej nie zostanie przedstawiona prezydentowi podpisu prezydent moze ciągu dni zarządzić skrócenie kadencji
Art. 226.,rada ministrów ciągu miesięcy zakończenia budżetowego przedkłada sejmowi sprawozdanie wykonania ustawa budżetowej wraz informacją stanie zadłużenia panstwo sejm rozpatruje przedłożone sprawozdanie zapoznaniu opinią najwyższej izby kontroli podejmuje ciągu dni przedłożenia sejmowi sprawozdania uchwałę udzieleniu odmowie udzielenia radzie ministrów absolutorium
Art. 227.,centralnym bankiem panstwo narodowy bank przysługuje wyłączne prawo emisji pieniądza ustalania realizowania polityki pieniężnej narodowy bank odpowiedzialnosc wartość polskiego pieniądza organami narodowego banku polskiego prezes narodowego banku polskiego rada polityki pieniężnej zarząd narodowego banku polskiego prezes narodowego banku polskiego powoływany sejm wniosek prezydenta ©kancelaria prezes narodowego banku polskiego nie moze należeć partii politycznej związku zawodowego prowadzić działalności publicznej nie dającej pogodzić godnosc urzędu skład rady polityki pieniężnej wchodzą prezes narodowego banku polskiego przewodniczący osoby wyróżniające wiedzą zakresu finansów powoływane rownosc liczbie prezydenta sejm senat rada polityki pieniężnej ustala corocznie założenia polityki pieniężnej przedkłada wiadomości sejmowi równocześnie przedłożeniem radę ministrów projektu ustawa budżetowej rada polityki pieniężnej ciągu miesięcy zakończenia budżetowego składa sejmowi sprawozdanie wykonania założeń polityki pieniężnej organizację zasady działania narodowego banku polskiego szczegółowe zasady powoływania odwoływania organów określa ustawa rozdział stany nadzwyczajne
Art. 228.,sytuacjach szczególnych zagrożeń zwykłe środki konstytucyjne niewystarczające moze zostać wprowadzony odpowiedni stan nadzwyczajny stan wojenny stan wyjątkowy stan klęski żywiołowej stan nadzwyczajny moze wprowadzony ustawa drodze rozporządzenia podlega dodatkowemu podaniu publicznej wiadomości zasady działania organów władzy publicznej zakres jakim zostać ograniczenie wolnosc prawo czlowiek obywatel czasie poszczególnych stanów nadzwyczajnych określa ustawa ustawa moze określić podstawy zakres tryb wyrównywania strat majątkowych wynikających ograniczenie czasie stanu nadzwyczajnego wolnosc prawo czlowiek obywatel działania podjęte wyniku wprowadzenia stanu nadzwyczajnego musi odpowiadać stopniowi zagrożenia musi zmierzać najszybszego przywrócenia normalnego funkcjonowania panstwo ©kancelaria czasie stanu nadzwyczajnego nie zmienione ordynacje wyborcze senatu organów samorządu terytorialnego ustawa wyborze prezydenta ustawa stanach nadzwyczajnych czasie stanu nadzwyczajnego ciągu dni zakończeniu nie moze skrócona kadencja przeprowadzane referendum ogólnokrajowe nie przeprowadzane wybory senatu organów samorządu terytorialnego wybory prezydenta kadencje organów ulegają odpowiedniemu przedłużeniu wybory organów samorządu terytorialnego nie wprowadzony stan nadzwyczajny
Art. 229.,zewnętrznego zagrożenia panstwo zbrojnej napaści terytorium umowy międzynarodowej wynika zobowiązanie wspólnej obrony przeciwko agresji prezydent wniosek rady ministrów moze wprowadzić stan wojenny części całym terytorium panstwo
Art. 230.,zagrożenia konstytucyjnego ustroju panstwo bezpieczeństwa obywatel porządku publicznego prezydent wniosek rady ministrów moze wprowadzić czas oznaczony nie dłuższy dni stan wyjątkowy części całym terytorium panstwo przedłużenie stanu wyjątkowego moze nastąpić zgodą czas nie dłuższy dni
Art. 231.,rozporządzenie wprowadzeniu stanu wojennego wyjątkowego prezydent przedstawia sejmowi ciągu godzin podpisania rozporządzenia sejm niezwłocznie rozpatruje rozporządzenie prezydenta sejm moze uchylić bezwzględną większością głosów obecności najmniej połowy ustawa liczby posłów
Art. 232.,celu zapobieżenia skutkom katastrof naturalnych awarii technicznych noszących znamiona klęski żywiołowej celu usunięcia rada ministrów moze wprowadzić czas oznaczony nie dłuższy dni stan klęski żywiołowej części całym terytorium panstwo przedłużenie stanu moze nastąpić zgodą
Art. 233.,ustawa określająca zakres ograniczenie wolnosc prawo czlowiek obywatel czasie stanu wojennego wyjątkowego nie moze ograniczenie wolnosc ©kancelaria prawo określonych godnosc czlowiek obywatel ochrona życia humanitarne traktowanie ponoszenie odpowiedzialnosc karnej dostęp sad dobra osobiste sumienie religia petycje rodzina dziecko niedopuszczalne ograniczenie wolnosc prawo czlowiek obywatel wyłącznie powodu rasy płci języka wyznania braku pochodzenia społecznego urodzenia majątku ustawa określająca zakres ograniczenie wolnosc prawo czlowiek obywatel stanie klęski żywiołowej moze ograniczenie wolnosc prawo określone wolnosc działalności gospodarczej wolnosc osobista nienaruszalność mieszkania wolnosc poruszania pobytu terytorium prawo strajku prawo wlasnosc wolnosc pracy prawo bezpiecznych higienicznych warunków pracy prawo wypoczynku
Art. 234.,czasie stanu wojennego sejm nie moze zebrać posiedzenie prezydent wniosek rady ministrów wydaje rozporządzenia mocą ustawa zakresie granicach określonych rozporządzenia podlegają zatwierdzeniu sejm najbliższym posiedzeniu rozporządzenia mowa charakter źródeł powszechnie obowiązującego prawo rozdział zmiana konstytucji
Art. 235.,projekt ustawa zmianie konstytucji moze przedłożyć najmniej ustawa liczby posłów senat prezydent zmiana konstytucji następuje drodze ustawa uchwalonej jednakowym brzmieniu sejm następnie terminie nie dłuższym dni senat pierwsze czytanie projektu ustawa zmianie konstytucji moze odbyć nie wcześniej trzydziestego przedłożenia sejmowi projektu ustawa ©kancelaria ustawę zmianie konstytucji uchwala sejm większością najmniej głosów obecności najmniej połowy ustawa liczby posłów senat bezwzględną większością głosów obecności najmniej połowy ustawa liczby senatorów uchwalenie sejm ustawa zmieniającej przepisy rozdziałów konstytucji moze odbyć nie wcześniej sześćdziesiątego pierwszym czytaniu projektu ustawa ustawa zmianie konstytucji dotyczy przepisów rozdziału podmioty określone zażądać terminie dni uchwalenia ustawa senat przeprowadzenia referendum zatwierdzającego wnioskiem sprawie podmioty zwracają marszałka zarządza niezwłocznie przeprowadzenie referendum ciągu dni złożenia wniosku zmiana konstytucji zostaje przyjęta tą zmianą opowiedziała większość głosujących zakończeniu postępowania określonego marszałek przedstawia prezydentowi uchwaloną ustawę podpisu prezydent podpisuje ustawę ciągu dni przedstawienia zarządza ogłoszenie dzienniku ustawa rozdział przepisy przejściowe końcowe
Art. 236.,okresie wejścia życie konstytucji rada ministrów przedstawi sejmowi projekty ustawa niezbędnych stosowania konstytucji ustawa wprowadzające życie zakresie dotyczącym postępowania sad administracyjnymi zostaną uchwalone upływem wejścia życie konstytucji czasu wejścia życie ustawa obowiazany przepisy dotyczące rewizji nadzwyczajnej orzeczeń naczelnego sad administracyjnego
Art. 237.,okresie wejścia życie konstytucji sprawach wykroczenia orzekają kolegia spraw wykroczeń sądach rejonowych czym kara aresztu orzeka sad odwołanie orzeczenia kolegium rozpoznaje sad ©kancelaria
Art. 238.,kadencja konstytucyjnych organów władzy publicznej osób wchodzących skład wybranych powołanych wejściem życie konstytucji kończy upływem okresu ustalonego przepisach obowiązujących dniem wejścia życie konstytucji przypadku przepisy obowiązujące dniem wejścia życie konstytucji nie ustalały kadencji wyboru powołania upłynął okres dłuższy ustalony konstytucję kadencja konstytucyjna organów władzy publicznej osób wchodzących skład upływa wejścia życie konstytucji przypadku przepisy obowiązujące dniem wejścia życie konstytucji nie ustalały kadencji wyboru powołania upłynął okres krótszy ustalony konstytucję konstytucyjnych organów władzy publicznej osób wchodzących skład czas organy osoby pełniły funkcje przepisów dotychczasowych wlicza kadencji ustalonej konstytucji
Art. 239.,okresie wejścia życie konstytucji orzeczenia trybunal konstytucyjnego niezgodności konstytucją ustawa uchwalonych dniem wejścia życie nie ostateczne podlegają rozpatrzeniu sejm moze odrzucić orzeczenie trybunal konstytucyjnego większością głosów obecności najmniej połowy ustawa liczby posłów nie dotyczy orzeczeń wydanych następstwie pytań prawo trybunal konstytucyjnego postępowanie sprawach ustalenie trybunal konstytucyjny powszechnie obowiązującej wykładni ustawa wszczęte wejściem życie konstytucji podlega umorzeniu dniem wejścia życie konstytucji uchwały trybunal konstytucyjnego sprawie ustalenia wykładni ustawa tracą moc powszechnie obowiązującą mocy pozostają prawomocne wyroki sad prawomocne decyzje organów władzy publicznej podjęte uwzględnieniem znaczenia przepisów ustalonego trybunal konstytucyjny drodze powszechnie obowiązującej wykładni ustawa
Art. 240.,okresie wejścia życie konstytucji ustawa budżetowa moze przewidywać pokrywanie deficytu budżetowego zaciąganie zobowiązań centralnym banku panstwo ©kancelaria
Art. 241.,umowy międzynarodowe ratyfikowane dotychczas rzeczpospolitą polską obowiązujących czasie ratyfikacji przepisów konstytucyjnych ogłoszone dzienniku ustawa uznaje umowy ratyfikowane uprzednią zgodą wyrażoną ustawa stosuje przepisy konstytucji treści umowy międzynarodowej wynika dotyczą kategorii spraw wymienionych konstytucji rada ministrów ciągu wejścia życie konstytucji przedstawi sejmowi wykaz umów międzynarodowych zawierających postanowienia niezgodne konstytucją senatorowie wybrani dniem wejścia życie konstytucji nie ukończyli zachowują mandaty końca kadencji którą zostali wybrani połączenie mandatu posła senatora funkcją zatrudnieniem dotyczy zakaz określony powoduje wygaśnięcie mandatu upływie miesiąca wejścia życie konstytucji chyba poseł senator wcześniej zrzeknie funkcji ustanie zatrudnienie sprawy będące przedmiotem postępowania ustawodawczego trybunal konstytucyjnym bądź trybunal stanu rozpoczęte wejściem życie konstytucji prowadzone zgodnie przepisami konstytucyjnymi obowiązującymi dniu rozpoczęcia sprawy okresie wejścia życie konstytucji rada ministrów ustali uchwał rady ministrów zarządzeń ministrów organów administracji rządowej podjęte wydane dniem wejścia życie konstytucji wymagają stosownie warunków określonych konstytucji zastąpienia rozporządzenia wydane upoważnienia ustawa projekt odpowiednim czasie rada ministrów przedstawi sejmowi samym okresie rada ministrów przedstawi sejmowi projekt ustawa określającej akty normatywne organów administracji rządowej wydane dniem wejścia życie konstytucji stają uchwałami zarządzeniami rozumieniu konstytucji obowiązujące dniu wejścia życie konstytucji akty prawo miejscowego przepisy gminne stają aktami prawo miejscowego rozumieniu konstytucji ©kancelaria
Art. 242.,tracą moc ustawa konstytucyjna października wzajemnych stosunkach władzą ustawodawczą wykonawczą samorządzie terytorialnym ustawa konstytucyjna kwietnia trybie przygotowania uchwalenia konstytucji
Art. 243.,wchodzi życie upływie miesięcy ogłoszenia
